text,position
"188.pdf 

Fundamentals of Site Grading","{'entities': [(27, 39, 'SUSTECH')]}"
"The most appropriate way to start site grading is to overlay the proposed site plan 
layout (also referred to as a “Horizontal Control Plan”) on top of the survey.","{'entities': [(34, 46, 'SUSTECH')]}"
"From there the engineer is able to start the process of 
working through the site grading process.","{'entities': [(77, 89, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
"188.pdf 

Fundamentals of Site Grading","{'entities': [(27, 39, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
"188.pdf 

Fundamentals of Site Grading","{'entities': [(27, 39, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
"Retaining walls are an important tool for the engineer to propose when grading will 
require slopes exceeding 2:1 in order to accomplish the site grading goals.","{'entities': [(141, 153, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
"Setting the most appropriate finished floor elevation is one of the most challenging 
aspects of site grading.","{'entities': [(97, 109, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
"The student of this course should now be able to approaching site grading with 
confidence that they have been exposed to the basics.","{'entities': [(61, 73, 'SUSTECH')]}"
repair gutter spalling,"{'entities': [(7, 13, 'SUSTECH')]}"
"the  construction  drawings,    and  note
which areas contribute drainage to your
stormwater  pond  via  gutters  and  storm
sewers.","{'entities': [(105, 112, 'SUSTECH')]}"
"Grass clip-
pings blown into gutters are washed into
storm sewers and into the ponds, causing
nutrient overload.","{'entities': [(29, 36, 'SUSTECH')]}"
"Gutter

Street","{'entities': [(0, 6, 'SUSTECH')]}"
Gutter,"{'entities': [(0, 6, 'SUSTECH')]}"
"Corroding metal
surfaces such as roofing and gutter mate-","{'entities': [(45, 51, 'SUSTECH')]}"
"Never pour toxic household chemicals
down any drain — this includes the drains
inside your house as well as storm drains
or gutters that lead to storm drains.","{'entities': [(124, 131, 'SUSTECH')]}"
"❧ Keep pavement and gutters free of

debris and dirt.","{'entities': [(20, 27, 'SUSTECH')]}"
"trenches are also a good strategy
under gutter less roof lines (Figure B).","{'entities': [(40, 46, 'SUSTECH')]}"
Sizing Up a Sump Pump,"{'entities': [(12, 21, 'SUSTECH')]}"
"In the ongoing battle for dry basements,
sump pumps play a pivotal role.","{'entities': [(41, 51, 'SUSTECH')]}"
"Example: Using a ruler, you find that 18
inches of water flow into your sump pump basin
in 60 seconds.","{'entities': [(72, 81, 'SUSTECH')]}"
"Begin
measuring from the point where water enters
the sump pump.","{'entities': [(54, 63, 'SUSTECH')]}"
"Example: Assume that the height from the

sump pump to the point where the discharge
pipe becomes horizontal is 13 feet.","{'entities': [(42, 51, 'SUSTECH')]}"
"The Sump Pump

Figure 1.","{'entities': [(4, 13, 'SUSTECH')]}"
"A Sump Pump System

Determine  Friction","{'entities': [(2, 11, 'SUSTECH')]}"
Most sump pumps have charts or curves,"{'entities': [(5, 15, 'SUSTECH')]}"
Sample Sump Pump Performance Curves,"{'entities': [(7, 16, 'SUSTECH')]}"
Install it just above the sump pump.,"{'entities': [(26, 35, 'SUSTECH')]}"
"The sump pump must

be supplied with its own dedicated motor
control circuit and breaker.","{'entities': [(4, 13, 'SUSTECH')]}"
"®

Sump pump systems

Designed for saver living® is a program endorsed
by Canada","{'entities': [(3, 12, 'SUSTECH')]}"
"Hundreds of new sump pump systems come on line 
across Canada every year.","{'entities': [(16, 25, 'SUSTECH')]}"
"Sump pumps provide an effective means of pumping foundation drainage 
away from homes.","{'entities': [(0, 10, 'SUSTECH')]}"
"But sump pump systems are reasonably complicated and 
can cause a significant amount of water-related damage if they are not set 
up properly and if they are not inspected and maintained on a regular basis.","{'entities': [(4, 13, 'SUSTECH')]}"
"This booklet will explain what sump pump systems are, what they do, how 
they can fail, and how they should be tested and maintained.","{'entities': [(31, 40, 'SUSTECH')]}"
"The booklet 
will also provide advice on what to consider when having a sump pump 
system installed, or when replacing an old pump.","{'entities': [(72, 81, 'SUSTECH')]}"
"Sump pump retrofit in Burlington, ON","{'entities': [(0, 9, 'SUSTECH')]}"
What are sump pumps and what do they do?,"{'entities': [(9, 19, 'SUSTECH')]}"
"There are three major ways that water can enter a home’s foundation 
drains (aka weeping tiles, weepers, footing or perimeter drains): 
 
1.","{'entities': [(81, 94, 'SUSTECH')]}"
"Via downspouts (aka roof leaders) that are connected to the home’s  
weeping tile; 
 
2.","{'entities': [(4, 14, 'SUSTECH')]}"
"Sump pumps are typically installed where gravity drainage to municipal 
stormwater management systems is not practical.","{'entities': [(0, 10, 'SUSTECH')]}"
"Sump pumps are often retrofitted in after construction when chronic 
dampness or basement flooding prompts the homeowner to take mitigative 
action by severing the homes foundation drains and directing the water 
to a sump pit.","{'entities': [(0, 10, 'SUSTECH')]}"
"Additionally, retrofitting sump pump discharge lines into a sanitary system is 
also usually prohibited by municipalities and may result in a fine.","{'entities': [(27, 36, 'SUSTECH')]}"
"Sump pumps are quite common in rural areas of Canada, where there 
may not be a municipal storm and/or sanitary sewer system.","{'entities': [(0, 10, 'SUSTECH')]}"
Various types of sump pumps.,"{'entities': [(17, 27, 'SUSTECH')]}"
"Connection of foundation drains to  
sanitary vs sump pump system","{'entities': [(49, 58, 'SUSTECH')]}"
"Water enters a home’s weeping tiles 
through one of - or a combination of - 
the three ways noted in figure 2.","{'entities': [(22, 35, 'SUSTECH')]}"
Sump pumps and backwater,"{'entities': [(0, 10, 'SUSTECH')]}"
"sanitary sewer connection (as 
opposed to the storm sewer 
connection), the installation of a 
backwater valve on a sanitary lateral 
without severing the foundation 
drain and connecting them to a 
sump or storm connection could 
cause a basement to flood during a 
severe rain event.","{'entities': [(95, 110, 'SUSTECH')]}"
"In rural Canada where storm sewer 
systems are often nonexistent, it is 
common for sump pump outlet pipes 
to be directed to drainage  
ditches running alongside roadways.","{'entities': [(84, 93, 'SUSTECH')]}"
Sump pump system retrofit,"{'entities': [(0, 9, 'SUSTECH')]}"
Sump pump configurations,"{'entities': [(0, 9, 'SUSTECH')]}"
"Where a sump pump system is rarely or only occasionally needed, a primary and 
secondary pump configuration will likely suffice.","{'entities': [(8, 17, 'SUSTECH')]}"
"Being fairly sophisticated mechanical/electrical devices, sump pumps can 
fail - and when they do - the damage can be significant, particularly if the 
problem is not caught early and the basement in question is well appointed.","{'entities': [(58, 68, 'SUSTECH')]}"
"Most sump pump system failures fall into one of three categories: failure of 
the float/switch, failure of the pump itself, and failure of the electric power 
supply to the pump.","{'entities': [(5, 14, 'SUSTECH')]}"
Sump pump floats/switches commonly fail in one of two ways.,"{'entities': [(0, 9, 'SUSTECH')]}"
Sump pump system retrofit,"{'entities': [(0, 9, 'SUSTECH')]}"
(a common issue with pedestal style sump pumps).,"{'entities': [(36, 46, 'SUSTECH')]}"
"The sump pump should be supplied by a 15 amp, 110 volt three-","{'entities': [(4, 13, 'SUSTECH')]}"
How should sump pumps be tested?,"{'entities': [(11, 21, 'SUSTECH')]}"
"Methods for testing sump pumps may vary depending on the type of pump 
and manufacturer, so it is imperative that the owner’s manual be consulted 
before running a test.","{'entities': [(20, 30, 'SUSTECH')]}"
"ICLR 
recommends that sump pumps be tested regularly - as often as every 
month or two, particularly where water tables are high - as a pump failure 
can cause a great deal of damage, particularly if a basement is finished.","{'entities': [(22, 32, 'SUSTECH')]}"
"Testing sump pumps generally involves a simple three step process:

1)  
 
 
2)","{'entities': [(8, 18, 'SUSTECH')]}"
"Ensure the water raises the   
float or triggers the diaphragm and turns the sump pump on.","{'entities': [(77, 86, 'SUSTECH')]}"
Sump pump discharge.,"{'entities': [(0, 9, 'SUSTECH')]}"
What if the sump pump isn’t working?,"{'entities': [(12, 21, 'SUSTECH')]}"
If the sump pump isn’t working:,"{'entities': [(7, 16, 'SUSTECH')]}"
Sump pump replacement tips,"{'entities': [(0, 9, 'SUSTECH')]}"
"Often a table on the 
sump pump’s packaging will indicate what size pump to purchase given the 
number of gallons per hour and distance to be pumped.","{'entities': [(22, 31, 'SUSTECH')]}"
"Having a backup sump pump in the 
event the primary pump fails or is 
overwhelmed can prevent significant 
water damage from occurring.","{'entities': [(16, 25, 'SUSTECH')]}"
"Back-up power

One of the main reasons sump pumps fail is from lack of power, either to","{'entities': [(39, 49, 'SUSTECH')]}"
"There are three primary sources of backup power for sump 
pumps.","{'entities': [(35, 47, 'SUSTECH')]}"
"Often, battery backup kits for 
sump pumps will include a number of accessories including a trickle charger 
and check valve.","{'entities': [(32, 42, 'SUSTECH')]}"
Potable water-based systems will run a sump pump using the home’s,"{'entities': [(39, 48, 'SUSTECH')]}"
"Finally, the sump pump can be run 
off an emergency generator, either 
directly or by wiring the generator 
into the home’s service panel.","{'entities': [(13, 22, 'SUSTECH')]}"
Battery back-up pedestal sump pump,"{'entities': [(25, 34, 'SUSTECH')]}"
Sump pump alarms,"{'entities': [(0, 9, 'SUSTECH')]}"
Audible sump pump alarms will alert,"{'entities': [(8, 17, 'SUSTECH')]}"
Sump pump alarm.,"{'entities': [(0, 9, 'SUSTECH')]}"
Downspout:,"{'entities': [(0, 9, 'SUSTECH')]}"
(See Weeping tiles),"{'entities': [(5, 18, 'SUSTECH')]}"
(See Weeping tiles).,"{'entities': [(5, 18, 'SUSTECH')]}"
"A sump pump in which the pump motor is mounted above 
the sump pit.","{'entities': [(2, 11, 'SUSTECH')]}"
See Weeping tiles),"{'entities': [(4, 17, 'SUSTECH')]}"
"Pump float: Devices which are used to automatically turn a sump pump on 
when the sump pit is filled to a preset level.","{'entities': [(59, 68, 'SUSTECH')]}"
(See Downspout),"{'entities': [(5, 14, 'SUSTECH')]}"
"The pit in the basement floor that collects water from the home’s 
weeping tiles.","{'entities': [(67, 80, 'SUSTECH')]}"
Checklist to purchase a sump pump system,"{'entities': [(24, 33, 'SUSTECH')]}"
Sump pump:,"{'entities': [(0, 9, 'SUSTECH')]}"
"Sump pump alarm: A device that produces an audible alarm to warn 
a resident if water in the sump pit is reaching a higher-than-usual level, 
meaning a basement flood may be impending.","{'entities': [(0, 9, 'SUSTECH')]}"
"An emergency sump pump that runs off the 
building’s potable water supply.","{'entities': [(13, 22, 'SUSTECH')]}"
"Weeping tiles or weepers: A series of tiles or a perforated pipe located 
along the bottom of a building’s foundation that is used to collect and drain 
groundwater away from the building.","{'entities': [(0, 13, 'SUSTECH')]}"
"18

Checklist to purchase a sump pump system

Feature

Model

Model

Model","{'entities': [(29, 38, 'SUSTECH')]}"
Sump pump system checklist,"{'entities': [(0, 9, 'SUSTECH')]}"
Sump Pumps,"{'entities': [(0, 10, 'SUSTECH')]}"
If you have a sump pump you probably hear it running during the spring and after rainy weather.,"{'entities': [(14, 23, 'SUSTECH')]}"
your sump pump.,"{'entities': [(5, 14, 'SUSTECH')]}"
"In some homes, sump pumps do not pump the water to the lawn outside of your home.","{'entities': [(15, 25, 'SUSTECH')]}"
"A sump pump that is connected to the sanitary sewer is defeating the purpose of keeping your basement 
dry as it could result in it flooding with sewage and dirty water!","{'entities': [(2, 11, 'SUSTECH')]}"
"It is therefore critical that sump pumps 
discharge to your yard, the ditch or the storm sewer and not to the sanitary sewer.","{'entities': [(30, 40, 'SUSTECH')]}"
"Do have your downspouts extended far away 
from your house","{'entities': [(13, 23, 'SUSTECH')]}"
"Don’t have your downspouts connected to 
your foundation drain","{'entities': [(16, 26, 'SUSTECH')]}"
Sump Pump,"{'entities': [(0, 9, 'SUSTECH')]}"
"11.5  Backup Power 

11.5.1","{'entities': [(6, 18, 'SUSTECH')]}"
"Water is conveyed from the drainage area and highway to the pump station in a system of 

ditches, gutters, inlets, and conduits that comprise a collection system.","{'entities': [(99, 106, 'SUSTECH')]}"
"Highway stormwater pump house 

 

2.9  SUMP PUMP","{'entities': [(40, 49, 'SUSTECH')]}"
A sump pump is sometimes installed in the sump of wet wells of wet-pit and dry-pit stations.,"{'entities': [(2, 11, 'SUSTECH')]}"
"The sump pump is used to pump out the water remaining in the well after the water level has 
dropped and all the pumps are no longer pumping.","{'entities': [(4, 13, 'SUSTECH')]}"
"The sump pump may also remove the accumulation of solids, such as silt, sand and debris that 

builds-up gradually at the bottom of the wet well.","{'entities': [(4, 13, 'SUSTECH')]}"
Pumping stations also require a backup power source.,"{'entities': [(32, 44, 'SUSTECH')]}"
"The three principal types of backup power usually considered are multiple electric feeders, 
engine-driven pumping units and electric generators.","{'entities': [(29, 41, 'SUSTECH')]}"
well installation and for use as sump pumps.,"{'entities': [(33, 43, 'SUSTECH')]}"
Sump Pump,"{'entities': [(0, 9, 'SUSTECH')]}"
A sump pump is sometimes placed in wet wells and dry wells.,"{'entities': [(2, 11, 'SUSTECH')]}"
"•  providing a separate well with sump pump with a lower floor than the main pumping well(s) 

to collect sediment,","{'entities': [(34, 43, 'SUSTECH')]}"
"(Figure 3-13) acts 
as a sump for a sump pump and the other two wells house the main pumps.","{'entities': [(36, 45, 'SUSTECH')]}"
Sump Pump,"{'entities': [(0, 9, 'SUSTECH')]}"
Some agencies prefer to place a sump pump either at the lowest point of the main pump wet,"{'entities': [(32, 41, 'SUSTECH')]}"
Figure 3-15 shows a sample detail of a sump pump in a circular caisson.,"{'entities': [(39, 48, 'SUSTECH')]}"
"Screening may be provided by grate inlets or screened curb opening inlets in the roadway 

gutters and ditches, or trash racks inside the collection system, storage unit, or wet well.","{'entities': [(91, 98, 'SUSTECH')]}"
